id,gcf,number_16s,mean,sd,min,max,total_div
9324,GCF_014075915.1,7,5.33,3.23,0.0,10.0,6.62785151442021
9325,GCF_014075795.1,7,5.33,3.23,0.0,10.0,6.62785151442021
9326,GCF_014157395.1,7,7.57,4.49,0.0,12.0,10.702280470737
9327,GCF_014076685.2,7,0.0,0.0,0.0,0.0,0.0
9328,GCF_014117345.2,7,4.19,2.25,0.0,9.0,5.38048359882919
9329,GCF_014117405.1,7,17.62,8.06,3.0,34.0,24.1025364054348
9330,GCF_014162235.1,7,5.9,3.73,0.0,12.0,8.69821066844566
9331,GCF_014168595.1,7,2.29,2.03,0.0,4.0,2.73163241880189
9332,GCF_014160155.1,7,7.52,4.14,0.0,14.0,10.4902608323438
9333,GCF_014168675.1,7,8.0,4.36,0.0,14.0,11.3820557227482
9334,GCF_014168755.1,7,7.43,4.24,0.0,14.0,10.5408614270074
9335,GCF_014168775.1,7,2.19,1.08,0.0,4.0,2.92164296643936
9336,GCF_014168735.1,7,5.33,3.32,0.0,12.0,8.05395636439503
9337,GCF_014168835.1,7,3.05,1.69,0.0,6.0,4.03354362749466
9338,GCF_014168855.1,7,8.29,4.57,0.0,13.0,11.6112950572486
9339,GCF_014168955.1,7,3.0,1.84,0.0,6.0,4.00962263109166
9340,GCF_014168935.1,7,6.29,4.61,0.0,12.0,9.15616897954008
9341,GCF_014168975.1,7,7.52,5.11,0.0,15.0,10.6055216451578
9342,GCF_014169015.1,7,3.76,1.97,0.0,6.0,5.01800853796533
9343,GCF_014169115.1,7,5.43,3.49,0.0,10.0,8.33222178828201
9344,GCF_014169035.1,7,7.24,4.68,0.0,14.0,10.3736698158745
9345,GCF_014169155.1,7,5.14,4.56,0.0,9.0,7.51198915170519
9346,GCF_014169095.1,7,3.76,1.84,0.0,7.0,5.01800853796533
9347,GCF_014169175.1,7,5.43,4.06,0.0,12.0,7.51384642904582
9348,GCF_014169195.1,7,5.71,3.0,0.0,10.0,7.12260634882383
9349,GCF_014169395.1,7,7.52,4.19,0.0,14.0,10.6275853642202
9350,GCF_014169275.1,7,8.76,4.43,0.0,15.0,12.363908138436
9351,GCF_014169415.1,7,5.43,4.06,0.0,12.0,7.51384642904582
9352,GCF_014169435.1,7,2.76,1.45,0.0,5.0,3.87920013489253
9353,GCF_014169475.1,7,6.57,4.95,0.0,16.0,9.72248606777126
9354,GCF_014169575.1,7,5.43,3.72,0.0,11.0,8.05943000186994
9355,GCF_014169455.1,7,9.38,4.59,0.0,18.0,13.9951852194335
9356,GCF_014169595.1,7,8.67,3.95,0.0,16.0,12.3508318761484
9357,GCF_014169615.1,7,7.52,4.48,0.0,14.0,10.9521072135697
9358,GCF_014169695.1,7,7.9,5.02,0.0,13.0,11.2538647547214
9359,GCF_014169855.1,7,7.05,4.12,0.0,13.0,10.0293157756349
9360,GCF_014169775.1,7,8.38,4.07,0.0,14.0,11.9933469453145
9361,GCF_014169915.1,7,4.95,4.2,0.0,12.0,7.7038569766833
9362,GCF_014169995.1,7,2.0,1.64,0.0,5.0,2.61504140233259
9363,GCF_014169895.1,7,10.0,3.94,1.0,15.0,14.3487274518293
9364,GCF_014170615.1,7,0.0,0.0,0.0,0.0,0.0
9365,GCF_014170675.1,7,2.29,1.62,0.0,4.0,2.73163241880189
9366,GCF_014170975.1,7,31.43,47.37,0.0,106.0,47.1803955638928
9367,GCF_014170735.1,7,17.62,5.1,10.0,28.0,25.9345705736381
9368,GCF_014171015.1,7,3.62,3.81,0.0,10.0,5.65513266258188
9369,GCF_014189395.1,7,4.95,2.73,0.0,9.0,6.27042121189293
9370,GCF_014217135.1,7,0.0,0.0,0.0,0.0,0.0
9371,GCF_014217155.1,7,2.9,2.02,0.0,5.0,3.7876595831001
9372,GCF_014262945.1,7,2.95,1.94,0.0,6.0,4.10414992849858
9373,GCF_014295215.1,7,11.43,3.8,5.0,19.0,16.3452928238549
9374,GCF_014263375.1,7,6.0,4.0,0.0,10.0,8.60501357469407
9375,GCF_014338525.1,7,5.52,3.72,0.0,9.0,7.09065384846975
9376,GCF_014295235.1,7,9.9,3.52,4.0,16.0,14.028821481678
9377,GCF_014295255.1,7,5.05,3.01,0.0,10.0,6.37393596607456
9378,GCF_014295275.1,7,12.48,7.58,0.0,30.0,18.3857574902483
9379,GCF_014295315.1,7,19.67,8.53,4.0,33.0,28.1958688197493
9380,GCF_014295295.1,7,0.0,0.0,0.0,0.0,0.0
9381,GCF_014338505.1,7,5.24,3.62,0.0,9.0,6.68053753018134
9382,GCF_014361285.1,7,3.52,2.58,0.0,8.0,4.63181321607992
9383,GCF_014522225.1,7,4.0,3.29,0.0,7.0,6.14617294230425
9384,GCF_014522245.1,7,0.57,0.51,0.0,1.0,0.682908104700472
9385,GCF_014605875.1,7,8.38,4.06,0.0,14.0,11.7148098114303
9386,GCF_014541045.1,7,3.24,1.22,1.0,5.0,4.51426624678699
9387,GCF_014607515.1,7,1.33,1.39,0.0,4.0,1.82861854345048
9388,GCF_014607535.1,7,1.62,1.83,0.0,5.0,2.23873486173889
9389,GCF_014607575.1,7,7.05,4.12,0.0,12.0,10.2981648636088
9390,GCF_014623185.1,7,6.29,4.15,0.0,11.0,9.28977895673517
9391,GCF_014607555.1,7,6.29,4.15,0.0,11.0,9.28977895673517
9392,GCF_014622965.1,7,6.76,4.17,0.0,12.0,9.88804854532043
9393,GCF_014622725.1,7,13.52,4.33,1.0,21.0,17.9024497845486
9394,GCF_014622985.1,7,6.29,4.15,0.0,11.0,9.28977895673517
9395,GCF_014623205.1,7,7.05,4.12,0.0,12.0,10.2981648636088
9396,GCF_014623225.1,7,6.57,4.17,0.0,11.0,9.69989527502358
9397,GCF_014623245.1,7,1.33,1.39,0.0,4.0,1.82861854345048
9398,GCF_014623405.1,7,1.62,1.83,0.0,5.0,2.23873486173889
9399,GCF_014623425.1,7,1.62,1.47,0.0,5.0,2.23873486173889
9400,GCF_014656605.1,7,1.14,1.85,0.0,4.0,1.64046527315364
9401,GCF_014679325.1,7,2.57,1.86,0.0,6.0,3.27907326896664
9402,GCF_014656625.1,7,0.0,0.0,0.0,0.0,0.0
9403,GCF_014770895.1,7,7.71,3.96,1.0,13.0,11.3468064847849
9404,GCF_014770655.1,7,1.9,1.41,0.0,3.0,2.37420211627461
9405,GCF_014705965.1,7,4.67,2.82,0.0,9.0,5.86030489360452
9406,GCF_014771055.1,7,8.29,5.81,1.0,17.0,12.3225939304756
9407,GCF_014805805.1,7,28.43,34.26,0.0,83.0,42.3335215239427
9408,GCF_014771275.1,7,7.14,5.03,0.0,13.0,9.98970602216143
9409,GCF_014826015.1,7,0.0,0.0,0.0,0.0,0.0
9410,GCF_014825845.1,7,3.14,3.37,0.0,9.0,5.05686307399662
9411,GCF_014854575.1,7,32.48,32.78,0.0,77.0,46.1214364707309
9412,GCF_014858525.1,7,2.0,1.05,0.0,4.0,2.59616516426617
9413,GCF_014854635.1,7,0.0,0.0,0.0,0.0,0.0
9414,GCF_014854675.1,7,6.48,4.13,0.0,14.0,9.70175255236421
9415,GCF_014863665.1,7,7.81,4.34,0.0,17.0,11.1918170313538
9416,GCF_014863625.1,7,7.81,4.34,0.0,17.0,11.1918170313538
9417,GCF_014863645.1,7,7.81,4.34,0.0,17.0,11.1918170313538
9418,GCF_014863705.1,7,7.81,4.34,0.0,17.0,11.1918170313538
9419,GCF_014863685.1,7,7.81,4.34,0.0,17.0,11.1918170313538
9420,GCF_014863725.1,7,7.81,4.34,0.0,17.0,11.1918170313538
9421,GCF_014863745.1,7,7.81,4.34,0.0,17.0,11.1918170313538
9422,GCF_014863765.1,7,7.81,4.34,0.0,17.0,11.1918170313538
9423,GCF_014863785.1,7,7.81,4.34,0.0,17.0,11.1918170313538
9424,GCF_014863805.1,7,7.81,4.34,0.0,17.0,11.1918170313538
9425,GCF_014904145.2,7,1.43,1.83,0.0,5.0,2.05058159144204
9426,GCF_014863825.1,7,7.81,4.34,0.0,17.0,11.1918170313538
9427,GCF_014863845.1,7,7.81,4.34,0.0,17.0,11.1918170313538
9428,GCF_014904135.2,7,2.38,1.72,0.0,5.0,2.99134794292629
9429,GCF_014930915.1,7,1.05,0.86,0.0,3.0,1.41850222516208
9430,GCF_014930875.1,7,2.0,1.05,0.0,4.0,2.59616516426617
9431,GCF_014904175.2,7,2.0,3.24,0.0,7.0,2.87081422801886
9432,GCF_014904235.2,7,1.62,1.83,0.0,5.0,2.23873486173889
9433,GCF_014904185.2,7,3.14,2.15,0.0,6.0,3.98085761173353
9434,GCF_014904215.2,7,2.38,1.72,0.0,5.0,2.99134794292629
9435,GCF_014904265.2,7,2.0,3.24,0.0,7.0,2.87081422801886
9436,GCF_014904315.2,7,2.29,2.05,0.0,6.0,3.00628148255458
9437,GCF_014904435.2,7,1.14,1.01,0.0,2.0,1.36581620940094
9438,GCF_014962565.1,7,1.14,1.85,0.0,4.0,1.64046527315364
9439,GCF_015136715.1,7,8.57,3.84,2.0,15.0,12.456149279364
9440,GCF_015033265.1,7,6.67,4.2,0.0,13.0,9.98124563907202
9441,GCF_015135355.1,7,6.48,3.91,0.0,13.0,9.36528390900085
9442,GCF_015136895.1,7,8.57,4.07,0.0,15.0,11.9029630817271
9443,GCF_015139155.1,7,8.57,3.84,2.0,15.0,12.456149279364
9444,GCF_015138575.1,7,2.48,1.78,0.0,5.0,3.46908381660412
9445,GCF_015139375.1,7,6.57,4.77,0.0,15.0,9.31051247214222
9446,GCF_015138955.1,7,2.76,1.48,0.0,4.0,3.91599665820173
9447,GCF_015139735.1,7,3.76,1.7,1.0,6.0,5.01800853796533
9448,GCF_015353135.1,7,3.14,3.37,0.0,9.0,5.05686307399662
9449,GCF_015291845.1,7,7.81,4.34,0.0,17.0,11.1918170313538
9450,GCF_015508805.1,7,8.1,3.95,0.0,13.0,11.7166670887709
9451,GCF_015277555.1,7,2.9,2.02,0.0,5.0,3.7876595831001
9452,GCF_015290725.1,7,6.81,3.06,2.0,12.0,9.69926566050379
9453,GCF_015291785.1,7,7.71,4.24,0.0,15.0,10.815738634517
9454,GCF_015534935.1,7,7.81,4.34,0.0,17.0,11.1918170313538
9455,GCF_015509005.1,7,11.62,4.79,3.0,19.0,17.8953196051145
9456,GCF_015534995.1,7,7.81,4.34,0.0,17.0,11.1918170313538
9457,GCF_015534975.1,7,7.81,4.34,0.0,17.0,11.1918170313538
9458,GCF_015534955.1,7,7.81,4.34,0.0,17.0,11.1918170313538
9459,GCF_015535015.1,7,7.81,4.34,0.0,17.0,11.1918170313538
9460,GCF_015571535.1,7,1.43,2.31,0.0,5.0,2.05058159144204
9461,GCF_015571555.1,7,3.81,2.86,0.0,7.0,4.88572876442557
9462,GCF_015571635.1,7,3.14,3.15,0.0,7.0,4.25550667548623
9463,GCF_015571595.1,7,4.0,1.9,0.0,6.0,5.29398780537334
9464,GCF_015571755.1,7,4.0,2.45,0.0,8.0,5.07388203472241
9465,GCF_015571615.1,7,3.81,2.86,0.0,7.0,4.88572876442557
9466,GCF_015571655.1,7,3.81,2.86,0.0,7.0,4.88572876442557
9467,GCF_015571795.1,7,3.43,2.38,0.0,8.0,4.40985016808836
9468,GCF_015571675.1,7,0.48,0.51,0.0,1.0,0.598269588585257
9469,GCF_015571695.1,7,1.33,1.39,0.0,4.0,1.82861854345048
9470,GCF_015571775.1,7,3.14,3.15,0.0,7.0,4.25550667548623
9471,GCF_015571715.1,7,2.0,3.24,0.0,7.0,2.87081422801886
9472,GCF_015571735.1,7,4.0,2.55,0.0,8.0,5.07388203472241
9473,GCF_015571835.1,7,3.71,2.28,0.0,8.0,4.81996648637677
9474,GCF_015571815.1,7,0.86,1.39,0.0,3.0,1.23034895486523
9475,GCF_015571855.1,7,2.38,2.56,0.0,5.0,2.99134794292629
9476,GCF_015571875.1,7,4.1,2.95,0.0,7.0,5.29584508271397
9477,GCF_015571895.1,7,5.9,4.07,0.0,13.0,8.52408961326011
9478,GCF_015571915.1,7,0.86,1.39,0.0,3.0,1.23034895486523
9479,GCF_015644765.1,7,2.0,1.05,0.0,4.0,2.59616516426617
9480,GCF_015571955.1,7,0.86,1.39,0.0,3.0,1.23034895486523
9481,GCF_015649805.1,7,2.48,2.18,0.0,6.0,3.33175928472777
9482,GCF_015697215.1,7,2.29,1.59,0.0,5.0,3.025157720621
9483,GCF_015843075.1,7,7.43,3.8,0.0,13.0,10.5408614270074
9484,GCF_016026235.1,7,9.24,4.88,1.0,16.0,12.6705097025428
9485,GCF_016127695.1,7,6.67,3.44,2.0,12.0,8.43759381980427
9486,GCF_016026215.1,7,8.1,4.49,0.0,14.0,11.4666942388634
9487,GCF_015910185.1,7,2.19,1.4,0.0,5.0,3.05896749831571
9488,GCF_016026195.1,7,2.0,3.24,0.0,7.0,3.69104686459568
9489,GCF_016026335.1,7,7.71,4.82,0.0,16.0,11.2067505709821
9490,GCF_016128235.1,7,3.14,2.39,0.0,6.0,3.84353307985719
9491,GCF_016126995.1,7,8.0,5.73,0.0,17.0,10.9321015072294
9492,GCF_016026375.1,7,2.0,1.76,0.0,5.0,2.61504140233259
9493,GCF_016132505.1,7,1.14,1.39,0.0,4.0,1.64046527315364
9494,GCF_016403625.2,7,1.43,2.31,0.0,5.0,2.05058159144204
9495,GCF_016403675.2,7,2.0,1.64,0.0,5.0,2.61504140233259
9496,GCF_016403875.2,7,7.62,5.12,0.0,17.0,10.9098370527856
9497,GCF_016404015.2,7,2.38,2.56,0.0,5.0,2.99134794292629
9498,GCF_016403975.2,7,2.86,1.96,0.0,7.0,3.84539035719782
9499,GCF_016404165.2,7,3.24,3.42,0.0,8.0,4.22169689779151
9500,GCF_016404405.2,7,9.19,5.24,0.0,17.0,12.7446298228465
9501,GCF_016404325.2,7,2.67,2.18,0.0,5.0,3.24526349127193
9502,GCF_016404485.2,7,11.43,7.07,0.0,27.0,16.2017940653681
9503,GCF_016446335.1,7,1.43,2.31,0.0,5.0,2.05058159144204
9504,GCF_016432785.1,7,7.0,4.22,0.0,13.0,9.98651854116548
9505,GCF_016458945.1,7,3.62,3.81,0.0,8.0,5.79454261555572
9506,GCF_016432805.1,7,2.57,3.22,0.0,9.0,4.5112795011725
9507,GCF_016458885.1,7,3.43,3.33,0.0,9.0,5.46697939228503
9508,GCF_016458925.1,7,3.62,3.11,0.0,9.0,5.79245719445823
9509,GCF_016458905.1,7,3.43,3.49,0.0,9.0,5.46697939228503
9510,GCF_016592875.1,7,17.05,4.9,9.0,30.0,24.2968911222734
9511,GCF_016598635.1,7,5.9,4.05,0.0,14.0,8.38676508138377
9512,GCF_016629485.1,7,2.29,2.49,0.0,6.0,3.025157720621
9513,GCF_016659085.1,7,5.24,3.62,0.0,9.0,6.68053753018134
9514,GCF_016728085.1,7,9.14,5.42,0.0,17.0,12.8793964882467
9515,GCF_016696665.1,7,2.95,2.36,0.0,6.0,3.65537980956034
9516,GCF_016757655.1,7,3.24,1.37,1.0,6.0,4.20282065972509
9517,GCF_016756455.1,7,3.48,1.83,0.0,6.0,4.60789221967692
9518,GCF_016767775.1,7,11.43,4.69,2.0,18.0,16.5883636380852
9519,GCF_016775805.1,7,0.0,0.0,0.0,0.0,0.0
9520,GCF_016775825.1,7,0.0,0.0,0.0,0.0,0.0
9521,GCF_016775905.1,7,0.0,0.0,0.0,0.0,0.0
9522,GCF_016774415.1,7,0.0,0.0,0.0,0.0,0.0
9523,GCF_016772495.1,7,6.76,4.07,1.0,14.0,9.77331480619176
9524,GCF_016775845.1,7,0.0,0.0,0.0,0.0,0.0
9525,GCF_016775865.1,7,2.86,4.63,0.0,10.0,4.10116318288409
9526,GCF_016775885.1,7,0.0,0.0,0.0,0.0,0.0
9527,GCF_016775925.1,7,2.38,2.56,0.0,5.0,2.99134794292629
9528,GCF_016775945.1,7,3.14,5.09,0.0,11.0,4.5112795011725
9529,GCF_016775965.1,7,0.0,0.0,0.0,0.0,0.0
9530,GCF_016775985.1,7,0.0,0.0,0.0,0.0,0.0
9531,GCF_016776005.1,7,0.0,0.0,0.0,0.0,0.0
9532,GCF_016776025.1,7,0.0,0.0,0.0,0.0,0.0
9533,GCF_016776045.1,7,0.0,0.0,0.0,0.0,0.0
9534,GCF_016776065.1,7,0.0,0.0,0.0,0.0,0.0
9535,GCF_016776085.1,7,4.29,6.94,0.0,15.0,6.15174477432613
9536,GCF_016776105.1,7,0.0,0.0,0.0,0.0,0.0
9537,GCF_016776285.1,7,2.86,2.54,0.0,5.0,3.41454052350236
9538,GCF_016776125.1,7,2.19,1.81,0.0,4.0,2.64699390268667
9539,GCF_016776205.1,7,4.0,6.48,0.0,14.0,6.15174477432613
9540,GCF_016776325.1,7,0.0,0.0,0.0,0.0,0.0
9541,GCF_016776145.1,7,3.43,5.55,0.0,12.0,5.33151213774932
9542,GCF_016776165.1,7,0.0,0.0,0.0,0.0,0.0
9543,GCF_016776225.1,7,2.86,2.54,0.0,5.0,3.41454052350236
9544,GCF_016776185.1,7,2.38,2.56,0.0,5.0,2.99134794292629
9545,GCF_016776265.1,7,0.0,0.0,0.0,0.0,0.0
9546,GCF_016776245.1,7,0.0,0.0,0.0,0.0,0.0
9547,GCF_016776305.1,7,2.38,2.56,0.0,5.0,2.99134794292629
9548,GCF_016776345.1,7,1.9,1.18,0.0,3.0,2.37420211627461
9549,GCF_016776365.1,7,2.0,1.52,0.0,4.0,2.64699390268667
9550,GCF_016776385.1,7,0.0,0.0,0.0,0.0,0.0
9551,GCF_016779865.1,7,0.0,0.0,0.0,0.0,0.0
9552,GCF_016780285.1,7,0.0,0.0,0.0,0.0,0.0
9553,GCF_016780575.1,7,0.0,0.0,0.0,0.0,0.0
9554,GCF_016780415.1,7,0.0,0.0,0.0,0.0,0.0
9555,GCF_016780725.1,7,13.1,3.96,5.0,20.0,19.606619323029
9556,GCF_016811875.1,7,7.81,4.34,0.0,17.0,11.1918170313538
9557,GCF_016803855.1,7,0.0,0.0,0.0,0.0,0.0
9558,GCF_016803875.1,7,0.57,0.51,0.0,1.0,0.682908104700472
9559,GCF_016806005.1,7,8.67,4.07,1.0,15.0,12.2869268754402
9560,GCF_016803935.1,7,0.29,0.46,0.0,1.0,0.410116318288409
9561,GCF_016803915.1,7,2.86,2.82,0.0,6.0,3.84539035719782
9562,GCF_016806025.1,7,3.62,3.6,0.0,10.0,5.79245719445823
9563,GCF_016811855.1,7,7.81,4.34,0.0,17.0,11.1918170313538
9564,GCF_016806045.1,7,7.05,3.85,1.0,16.0,10.3575521796657
9565,GCF_016864475.1,7,4.95,3.29,0.0,9.0,7.34271211947476
9566,GCF_016864175.1,7,0.57,0.6,0.0,2.0,0.820232636576818
9567,GCF_016888925.1,7,0.0,0.0,0.0,0.0,0.0
9568,GCF_016889025.1,7,3.33,1.8,0.0,7.0,4.28745917584031
9569,GCF_016888965.1,7,0.0,0.0,0.0,0.0,0.0
9570,GCF_016889045.1,7,2.86,1.59,0.0,5.0,4.01951141238337
9571,GCF_016889085.1,7,7.43,5.1,0.0,16.0,10.9128237984001
9572,GCF_016889105.1,7,2.0,1.61,0.0,6.0,2.73348969614252
9573,GCF_016889125.1,7,8.29,4.58,0.0,16.0,11.6548475091602
9574,GCF_016889265.1,7,3.48,1.83,0.0,6.0,4.60789221967692
9575,GCF_016889325.1,7,0.48,0.51,0.0,1.0,0.598269588585257
9576,GCF_016889185.1,7,7.52,5.11,0.0,16.0,10.9974623145153
9577,GCF_016889485.1,7,1.43,1.54,0.0,3.0,1.79480876575577
9578,GCF_016889565.1,7,1.43,2.31,0.0,5.0,2.05058159144204
9579,GCF_016889685.1,7,2.29,1.55,0.0,6.0,3.00628148255458
9580,GCF_016889505.1,7,0.0,0.0,0.0,0.0,0.0
9581,GCF_016889525.1,7,0.0,0.0,0.0,0.0,0.0
9582,GCF_016889545.1,7,0.0,0.0,0.0,0.0,0.0
9583,GCF_016889605.1,7,7.62,4.63,0.0,14.0,11.0057491821545
9584,GCF_016889625.1,7,1.05,0.86,0.0,3.0,1.41850222516208
9585,GCF_016889725.1,7,1.62,0.8,0.0,3.0,2.23873486173889
9586,GCF_016889865.1,7,2.95,1.63,0.0,6.0,3.67425604762676
9587,GCF_016889845.1,7,5.43,3.7,0.0,14.0,8.20046908842755
9588,GCF_016889905.1,7,0.29,0.46,0.0,1.0,0.410116318288409
9589,GCF_016890045.1,7,2.48,1.78,0.0,5.0,3.46908381660412
9590,GCF_016890005.1,7,4.29,3.58,0.0,9.0,6.58096547443783
9591,GCF_016903335.1,7,2.29,1.23,0.0,4.0,3.00628148255458
9592,GCF_016890105.1,7,2.86,2.15,0.0,6.0,3.84539035719782
9593,GCF_016903615.1,7,3.24,1.48,0.0,6.0,4.34014519160144
9594,GCF_016903315.1,7,7.81,4.39,0.0,14.0,11.3622235318581
9595,GCF_016903275.1,7,5.81,3.63,0.0,11.0,8.74718212952554
9596,GCF_016903375.1,7,3.62,1.91,0.0,5.0,4.72033980232662
9597,GCF_016903595.1,7,5.81,3.63,0.0,11.0,8.74718212952554
9598,GCF_016903535.1,7,1.14,0.65,0.0,2.0,1.36581620940094
9599,GCF_016903435.1,7,1.43,0.75,0.0,2.0,1.9132570595657
9600,GCF_016903815.1,7,5.29,3.62,0.0,10.0,7.95087048935172
9601,GCF_016903835.1,7,2.29,1.19,0.0,5.0,3.00628148255458
9602,GCF_016903855.1,7,7.43,4.34,0.0,15.0,11.0105932051096
9603,GCF_016903915.1,7,1.43,0.75,0.0,2.0,1.9132570595657
9604,GCF_016903935.1,7,8.29,4.6,0.0,15.0,11.9604931204434
9605,GCF_016903995.1,7,4.86,2.87,0.0,9.0,6.02958192583495
9606,GCF_016904075.1,7,2.48,1.44,0.0,5.0,3.19443475285143
9607,GCF_016904055.1,7,2.95,1.24,0.0,5.0,4.10414992849858
9608,GCF_016904115.1,7,8.29,4.6,0.0,15.0,11.9604931204434
9609,GCF_016904195.1,7,1.43,0.98,0.0,3.0,1.77593252768935
9610,GCF_016904395.1,7,6.48,5.09,0.0,15.0,9.48373220281078
9611,GCF_016904435.1,7,1.71,1.01,0.0,3.0,2.32337337785411
9612,GCF_016904175.1,7,2.57,1.5,0.0,6.0,3.43527403890941
9613,GCF_016904235.1,7,6.48,5.86,0.0,16.0,8.89396656355526
9614,GCF_016904255.1,7,5.9,4.11,0.0,13.0,8.79502412233155
9615,GCF_016904335.1,7,5.62,4.13,0.0,12.0,8.38490780404314
9616,GCF_016904475.1,7,3.05,1.24,0.0,5.0,4.01466738942825
9617,GCF_016904455.1,7,2.86,0.79,1.0,4.0,3.8265141191314
9618,GCF_016904555.1,7,5.05,4.99,0.0,13.0,7.24685461841251
9619,GCF_016904495.1,7,6.1,3.66,0.0,11.0,9.15729844781395
9620,GCF_016904535.1,7,2.29,1.23,0.0,4.0,3.00628148255458
9621,GCF_016904575.1,7,8.0,4.49,0.0,13.0,11.0638542070839
9622,GCF_016904615.1,7,3.9,2.26,0.0,7.0,4.83304274866443
9623,GCF_016904655.1,7,2.48,1.63,0.0,4.0,3.05711022097508
9624,GCF_016904695.1,7,4.86,2.87,0.0,9.0,6.02958192583495
9625,GCF_016904715.2,7,0.29,0.46,0.0,1.0,0.410116318288409
9626,GCF_016904735.2,7,0.29,0.46,0.0,1.0,0.410116318288409
9627,GCF_016904795.1,7,2.29,2.03,0.0,4.0,2.73163241880189
9628,GCF_016904755.1,7,2.29,1.65,0.0,5.0,2.86895695067823
9629,GCF_016904775.2,7,3.81,4.09,0.0,8.0,4.78615670868206
9630,GCF_016939795.1,7,3.76,1.7,1.0,6.0,5.01800853796533
9631,GCF_016904815.1,7,2.29,2.03,0.0,4.0,2.73163241880189
9632,GCF_016942475.1,7,5.9,3.83,0.0,12.0,7.44808415099702
9633,GCF_016942505.1,7,3.14,1.9,0.0,6.0,4.09930590554346
9634,GCF_016942535.1,7,7.33,4.73,0.0,15.0,10.7329573957424
9635,GCF_016942615.1,7,7.43,4.44,1.0,16.0,10.5786139031403
9636,GCF_016942575.1,7,4.95,3.34,0.0,13.0,7.62107573790871
9637,GCF_016942595.1,7,4.86,2.52,0.0,8.0,6.18578269577771
9638,GCF_016942635.1,7,2.86,3.2,0.0,9.0,4.37395496929615
9639,GCF_016942655.1,7,7.43,4.74,0.0,16.0,10.6802713799813
9640,GCF_016944635.1,7,5.81,3.39,0.0,10.0,7.50077016675815
9641,GCF_016944675.1,7,8.57,4.68,1.0,17.0,12.3764094145105
9642,GCF_016944655.1,7,3.52,3.11,0.0,7.0,4.75026150988985
9643,GCF_016944695.1,7,7.62,5.14,0.0,17.0,10.9868729440881
9644,GCF_016944715.1,7,7.52,3.93,0.0,14.0,10.6632524192555
9645,GCF_016944735.1,7,8.48,5.37,0.0,18.0,11.9992015493999
9646,GCF_016944755.1,7,2.95,1.43,1.0,6.0,3.93002887331303
9647,GCF_016944775.1,7,9.14,4.75,1.0,17.0,12.7420719563704
9648,GCF_017161035.1,7,5.24,3.62,0.0,9.0,6.68053753018134
9649,GCF_017088465.1,7,2.0,3.24,0.0,7.0,2.87081422801886
9650,GCF_017088405.1,7,0.0,0.0,0.0,0.0,0.0
9651,GCF_017088445.1,7,1.71,1.31,0.0,3.0,2.04872431410142
9652,GCF_017088425.1,7,0.0,0.0,0.0,0.0,0.0
9653,GCF_017164775.1,7,3.71,3.29,0.0,7.0,5.87918113167094
9654,GCF_017164755.1,7,3.71,3.29,0.0,7.0,5.87918113167094
9655,GCF_017088485.1,7,0.0,0.0,0.0,0.0,0.0
9656,GCF_017161345.1,7,8.67,5.0,0.0,15.0,12.5259088841576
9657,GCF_017164795.1,7,3.9,3.83,0.0,8.0,6.06733440196779
9658,GCF_017164815.1,7,3.05,3.11,0.0,9.0,5.10954908975776
9659,GCF_017164835.1,7,3.05,3.11,0.0,9.0,5.10954908975776
9660,GCF_017164855.1,7,3.05,3.11,0.0,9.0,5.10954908975776
9661,GCF_017164935.1,7,3.05,3.11,0.0,9.0,5.10954908975776
9662,GCF_017164875.1,7,3.05,3.11,0.0,9.0,5.10954908975776
9663,GCF_017164895.1,7,3.05,3.11,0.0,9.0,5.10954908975776
9664,GCF_017164915.1,7,3.05,3.11,0.0,9.0,5.10954908975776
9665,GCF_017164955.1,7,3.05,3.11,0.0,9.0,5.10954908975776
9666,GCF_017164975.1,7,3.05,3.11,0.0,9.0,5.10954908975776
9667,GCF_017165075.1,7,3.05,3.11,0.0,9.0,5.10954908975776
9668,GCF_017165035.1,7,3.05,3.11,0.0,9.0,5.10954908975776
9669,GCF_017164995.1,7,3.05,3.11,0.0,9.0,5.10954908975776
9670,GCF_017165015.1,7,3.05,3.11,0.0,9.0,5.10954908975776
9671,GCF_017165055.1,7,3.05,3.11,0.0,9.0,5.10954908975776
9672,GCF_017165135.1,7,3.05,3.11,0.0,9.0,5.10954908975776
9673,GCF_017165095.1,7,3.05,3.11,0.0,9.0,5.10954908975776
9674,GCF_017165115.1,7,3.05,3.11,0.0,9.0,5.10954908975776
9675,GCF_017165155.1,7,3.05,3.11,0.0,9.0,5.10954908975776
9676,GCF_017165235.1,7,3.05,3.11,0.0,9.0,5.10954908975776
9677,GCF_017165215.1,7,3.05,3.11,0.0,9.0,5.10954908975776
9678,GCF_017165275.1,7,3.05,3.11,0.0,9.0,5.10954908975776
9679,GCF_017165255.1,7,3.05,3.11,0.0,9.0,5.10954908975776
9680,GCF_017165295.1,7,3.05,3.11,0.0,9.0,5.10954908975776
9681,GCF_017165315.1,7,3.05,3.11,0.0,9.0,5.10954908975776
9682,GCF_017165355.1,7,3.05,3.11,0.0,9.0,5.10954908975776
9683,GCF_017165335.1,7,3.33,3.1,0.0,9.0,5.51966540804617
9684,GCF_017165375.1,7,3.05,3.11,0.0,9.0,5.10954908975776
9685,GCF_017165395.1,7,3.05,3.22,0.0,9.0,4.97222455788141
